Catalyst ID,Formula,Bulk Material ID,Element,Adsorbate Smiles,Adsorbate IUPAC Formula,Adsorption Energy,h,k,l,Surface Shift
random771213,Au₄₈N₂O,mp-1008634,Au,*N*NO,N2 O1,2.67,1,1,1.0,0.0
random2267875,H₂Pt₆₀C,mp-126,Pt,*CH2,C1 H2,-1.588,2,2,1.0,0.05
random633343,Ni₇₂HNO₂,mp-1056486,Ni,*ONOH,N1 H1 O2,1.608,2,1,0.0,0.083
random490141,HAu₈₀C₂O,mp-1008634,Au,*CCHO,C2 H1 O1,0.171,2,-1,2.0,0.2
random766113,Cu₉₆HN,mp-1120774,Cu,*NH,N1 H1,0.196,1,0,1.0,0.5
random1384666,Ni₃₂H₂CO,mp-10257,Ni,*OCH2CHOH,C2 H4 O2,-2.009,2,0,1.0,0.75
random1520563,Ni₁₆H₂CO,mp-1014111,Ni,*CHOCH2OH,C2 H4 O2,-2.643,1,0,0.0,0.0
random1778173,Cu₁₂₈H₃C₂,mp-989695,Cu,*CHCH2,C2 H3,-2.349,2,0,1.0,0.146
random1816885,Cu₃₂H₂CO,mp-989695,Cu,*COHCH2OH,C2 H4 O2,-1.185,1,0,1.0,0.208
random2238819,Cu₇₂H₅C₂O,mp-989782,Cu,*OCH2CH3,C2 H5 O1,-3.828,2,1,2.0,0.167
random1760026,Ni₃₂H₂CO,mp-1014111,Ni,*CHOCH2OH,C2 H4 O2,-2.807,2,0,1.0,0.5
random666096,H₂Au₆₀C,mp-81,Au,*CH2,C1 H2,0.09,2,2,1.0,0.05
random2304990,Cu₆₄N,mp-989695,Cu,*N,N1,1.596,1,0,2.0,0.083
random457405,Ag₁₀₈N₂O,mp-989737,Ag,*N*NO,N2 O1,2.681,1,1,1.0,0.028
random560360,Cu₁₀₈H₄C,mp-1120774,Cu,*CH4,C1 H4,-2.816,2,1,1.0,0.042
random1049654,Ag₅₄H₂C₂O,mp-989737,Ag,*CHCHO,C2 H2 O1,-0.735,2,1,-2.0,0.074
random1604010,H₃Au₇₂CO,mp-1008634,Au,*CH2OH,C1 H3 O1,-0.14,2,1,2.0,0.0
random509729,HAu₇₂,mp-1008634,Au,*H,H1,-0.07,2,1,0.0,0.167
random2060979,Ni₂₄H₃(CO)₂,mp-1014111,Ni,*COHCHOH,C2 H3 O2,-1.525,2,-1,2.0,0.25
random1462440,Ni₂₄H₃C,mp-1014111,Ni,*CH3,C1 H3,-2.338,2,-1,2.0,0.0
random870791,Ni₃₆HN₂O,mp-1014111,Ni,*NONH,N2 H1 O1,1.043,2,1,1.0,0.0
random741775,Cu₆₄H₂N,mp-989782,Cu,*NH2,N1 H2,-0.266,1,0,0.0,0.0
random2224915,Ag₅₄H₄C,mp-989737,Ag,*CH4,C1 H4,-2.81,1,0,-2.0,0.222
random1848394,HAu₆₀NO₂,mp-81,Au,*ONOH,N1 H1 O2,3.763,2,2,1.0,0.05
random2266852,Cu₆₄H₂CO,mp-1010136,Cu,*CHOH,C1 H2 O1,0.056,1,1,0.0,0.25
random2270584,H₃(Au₄₈C)₂,mp-81,Au,*CHCH2,C2 H3,-1.645,2,1,1.0,0.062
random1295779,Cu₃₆HC,mp-989782,Cu,*CH*CH,C2 H2,-1.599,2,1,1.0,0.167
random2220502,Cu₇₂H₃(CO)₂,mp-989782,Cu,*COHCHOH,C2 H3 O2,-0.94,2,1,2.0,0.167
random1764775,Ni₃₆H₄CN,mp-23,Ni,*NH2N(CH3)2,C2 N2 H8,-4.509,2,1,0.0,0.083
random1285838,Cu₃₂HC,mp-989782,Cu,*CH*CH,C2 H2,-1.877,0,0,1.0,0.0
random2413584,Cu₇₂HN,mp-989782,Cu,*NH,N1 H1,0.004,2,1,0.0,0.0
random1828913,Ni₆₄H₂C₂O,mp-23,Ni,CH2*CO,C2 H2 O1,-2.014,1,0,0.0,0.25
random1021775,H₃Au₇₂C,mp-1008634,Au,*CH3,C1 H3,-1.896,2,1,2.0,0.0
random234464,Cu₆₄H,mp-989695,Cu,*H,H1,0.058,1,0,0.0,0.167
random2092736,Cu₃₂H₂CO,mp-989695,Cu,*OCH2CHOH,C2 H4 O2,-1.081,1,0,0.0,0.167
random147261,Ni₅₄H,mp-1008728,Ni,*H,H1,-0.347,1,0,0.0,0.25
random342867,Ag₉₆C,mp-124,Ag,*C,C1,2.852,2,1,1.0,0.063
random2315831,Cu₄₈H₂CO,mp-989782,Cu,*CH2*O,C1 H2 O1,-0.584,2,2,1.0,0.0
random1736907,Cu₇₂NO₂,mp-989695,Cu,*NO2,N1 O2,3.32,2,1,2.0,0.028
random1942306,Ni₄₈H₂N₂O,mp-1094136,Ni,*ONNH2,N2 H2 O1,2.527,2,2,1.0,0.019
random1988444,Cu₃₂HCO,mp-989695,Cu,*CHO*CHO,C2 H2 O2,-0.94,1,0,0.0,0.167
random207097,H₃Au₆₀N,mp-81,Au,*NH3,N1 H3,-0.886,2,2,1.0,0.05
random717052,Cu₆₄H₃(CO)₂,mp-989782,Cu,*COCH2OH,C2 H3 O2,-1.236,1,0,1.0,0.0
random1402697,Ni₉₆H₃CO,mp-1056486,Ni,*CH2OH,C1 H3 O1,-1.441,1,1,0.0,0.125
random1991699,Ag₅₄H₃N,mp-989737,Ag,*NH3,N1 H3,-1.13,2,0,-1.0,0.056
random608013,Ni₃₂C,mp-10257,Ni,*C*C,C2,-1.954,1,0,0.0,0.0
random2160100,Cu₅₄HCO,mp-1120774,Cu,*COHCOH,C2 H2 O2,-0.219,2,1,2.0,0.001
random1289950,Ag₁₀₈H₂CO,mp-989737,Ag,*CH2*O,C1 H2 O1,-0.423,1,1,1.0,0.083
random291771,Cu₆₄H,mp-989782,Cu,*H,H1,0.25,1,0,0.0,0.5
random789741,Cu₇₂H₅C₂,mp-989695,Cu,*CH2CH3,C2 H5,-3.605,2,1,0.0,0.167
random1342372,Cu₆₄H₂CO,mp-989695,Cu,*CHOH,C1 H2 O1,0.305,0,0,1.0,0.125
random969027,Ni₃₂HN,mp-10257,Ni,*NHNH,N2 H2,0.325,2,0,1.0,0.75
random2050675,Ni₃₂C,mp-1094136,Ni,*C,C1,7.122,1,0,1.0,0.0
random587445,Ni₉₆HC₂O,mp-1056486,Ni,*CCHO,C2 H1 O1,-1.465,1,1,0.0,0.125
random943361,Ni₃₆H₂CO,mp-1094136,Ni,*CHOH,C1 H2 O1,-2.243,2,1,1.0,0.0
random1519073,Ni₄₈H₄C₂O,mp-1094136,Ni,*COHCH3,C2 H4 O1,-0.713,2,2,1.0,0.019
random771194,H₃Au₇₂C₂O,mp-1008634,Au,*CHCHOH,C2 H3 O1,-1.641,2,1,0.0,0.0
random609808,HAu₃₆CO,mp-1008634,Au,*COHCOH,C2 H2 O2,0.617,2,1,0.0,0.0
random1354860,Ag₂₇C,mp-989737,Ag,*C*C,C2,0.514,2,1,-2.0,0.074
random1457776,Cu₃₆N,mp-989782,Cu,*N2,N2,-0.05,2,1,2.0,0.167
random1606002,Cu₇₂H₅C₂O,mp-1010136,Cu,*OCH2CH3,C2 H5 O1,-3.116,2,0,1.0,0.083
random158690,Ni₃₆O,mp-1014111,Ni,*O,O1,0.313,2,1,2.0,0.0
random1893192,Ni₃₂H₂CO,mp-1014111,Ni,*CH2*O,C1 H2 O1,-0.459,1,0,2.0,0.0
random1303430,Cu₆₄H₅(CO)₂,mp-989782,Cu,*CHOHCH2OH,C2 H5 O2,-1.476,0,0,1.0,0.0
random1087860,Cu₅₄H₂C,mp-1010136,Cu,*CH2,C1 H2,-0.736,0,0,1.0,0.25
random1597600,Ni₃₆HCO,mp-10257,Ni,*COHCOH,C2 H2 O2,-1.997,2,1,1.0,0.167
random2175015,Ni₃₂N,mp-23,Ni,*N2,N2,-0.454,1,0,0.0,0.25
random1219920,Cu₇₂H,mp-989782,Cu,*H,H1,-0.075,2,1,0.0,0.167
random1188237,Cu₆₄H₃N,mp-1010136,Cu,*NH3,N1 H3,-1.194,1,0,1.0,0.25
random2434474,Ni₃₆H,mp-1014111,Ni,*H,H1,-0.415,2,1,0.0,0.167
random518255,Ni₆₄H₃CO,mp-10257,Ni,*CH2OH,C1 H3 O1,-0.889,1,0,0.0,0.0
random929845,Cu₉₆H,mp-989695,Cu,*H,H1,0.008,2,2,1.0,0.031
random144496,Cu₇₂H,mp-989782,Cu,*H,H1,0.061,2,1,0.0,0.0
random2132751,Ni₆₄H₂CO,mp-10257,Ni,*CHOH,C1 H2 O1,-0.66,2,0,1.0,0.0
random722649,Ni₆₄H₂C₂O,mp-23,Ni,*CH*COH,C2 H2 O1,0.628,1,0,0.0,0.25
random1402119,Cu₆₄H₃C₂,mp-989695,Cu,*CHCH2,C2 H3,-2.356,1,0,2.0,0.083
random1555847,Ni₄₈H₄C₂O,mp-10257,Ni,*OCHCH3,C2 H4 O1,-3.436,1,1,1.0,0.0
random678776,Ag₄₈H₃C₂O,mp-124,Ag,*CHCHOH,C2 H3 O1,-1.635,1,1,0.0,0.125
random1508339,Ag₇₂H₂N₂O,mp-989737,Ag,*ONNH2,N2 H2 O1,2.445,1,1,0.0,0.25
random1755110,Ni₇₂H₅C₂O,mp-10257,Ni,*OCH2CH3,C2 H5 O1,-3.631,2,1,0.0,0.167
random684549,Ni₂₄H₅C₂O,mp-1014111,Ni,*OCH2CH3,C2 H5 O1,-4.034,1,1,0.0,0.25
random1772483,Cu₇₂H₆C₂N₂O,mp-989782,Cu,*ONN(CH3)2,C2 N2 H6 O1,-1.702,2,1,1.0,0.0
random464675,H₄Au₈₀CO,mp-1008634,Au,*OHCH3,C1 H4 O1,-1.597,2,-1,2.0,0.2
random1407732,Cu₃₂HC,mp-989695,Cu,*CCH2,C2 H2,-0.836,1,0,0.0,0.5
random1440581,Ni₉₆H₄CO,mp-1056486,Ni,*OHCH3,C1 H4 O1,-2.269,1,1,0.0,0.125
random533451,Ni₇₂H₂C₂O,mp-10257,Ni,*CCHOH,C2 H2 O1,-1.864,2,1,0.0,0.0
random861121,H₂Au₇₂C₂O,mp-1008634,Au,*CCHOH,C2 H2 O1,-0.488,2,1,2.0,0.0
random795260,H₃Au₃₆C,mp-81,Au,*CH3,C1 H3,-1.59,1,0,0.0,0.25
random1016330,Cu₃₆N,mp-989695,Cu,*N2,N2,-0.013,2,1,2.0,0.167
random2245603,Cu₁₀₈H₄C₂O,mp-1120774,Cu,*COHCH3,C2 H4 O1,-2.346,2,1,1.0,0.167
random2116258,Ni₂₇C,mp-1008728,Ni,*C*C,C2,-2.427,1,0,0.0,0.25
random2366373,Ni₃₆H,mp-1014111,Ni,*H,H1,-0.398,2,1,2.0,0.0
random664741,Ni₃₆H₄C,mp-1014111,Ni,*CH4,C1 H4,-2.999,2,1,1.0,0.0
random484811,Ni₄₈H(CO)₂,mp-1014111,Ni,*COCHO,C2 H1 O2,-1.138,2,2,1.0,0.019
random1605555,Ni₉₆O,mp-1056486,Ni,*O,O1,0.581,1,1,0.0,0.125
random661463,H₂Au₉₆C,mp-81,Au,*CH2,C1 H2,0.32,2,1,1.0,0.062
random1042680,Cu₉₆HO,mp-1120774,Cu,*OH,H1 O1,-0.138,1,0,1.0,1.0
random831807,Cu₃₆HN,mp-1120774,Cu,*NHNH,N2 H2,0.755,2,-1,2.0,0.0
random555313,Cu₄₀HCO,mp-989782,Cu,*COCH2O,C2 H2 O2,-1.201,2,-1,2.0,0.0
random1885052,Ni₄₈H₄C₂O,mp-10257,Ni,*COHCH3,C2 H4 O1,-3.072,2,2,1.0,0.0
random900564,Ni₇₂H,mp-10257,Ni,*H,H1,-0.379,2,1,0.0,0.167
random884773,Ni₆₄NO₂,mp-10257,Ni,*NO2,N1 O2,3.081,1,0,1.0,0.0
random2036600,H₄Au₆₀C₂O,mp-81,Au,*COHCH3,C2 H4 O1,-1.665,2,2,1.0,0.05
random450702,H₃(Pt₁₈C)₂,mp-126,Pt,*CCH3,C2 H3,-2.324,1,0,0.0,0.25
random1279812,H₂Au₃₆CO,mp-1008634,Au,*COHCH2OH,C2 H4 O2,-0.643,2,1,2.0,0.0
random1626133,Ni₆₄H₂C,mp-1014111,Ni,*CH2,C1 H2,-2.022,2,0,1.0,0.5
random1597646,Ag₃₆H(CO)₂,mp-124,Ag,*COCHO,C2 H1 O2,0.054,1,0,0.0,0.25
random1439234,Ni₄₈H₂CO,mp-10257,Ni,*COHCH2OH,C2 H4 O2,-2.427,1,0,2.0,0.0
random1379277,Ag₄₈H₂C₂O,mp-124,Ag,*CHCHO,C2 H2 O1,-1.253,1,1,0.0,0.125
random2049392,Cu₇₂H₂CO,mp-1010136,Cu,*CH2*O,C1 H2 O1,-0.461,2,1,0.0,0.083
random1067867,H₂Au₃₆CO,mp-1008634,Au,*OCH2CHOH,C2 H4 O2,-1.71,2,1,2.0,0.0
random795025,Cu₆₄HC,mp-989695,Cu,*CH*CH,C2 H2,-1.525,2,0,1.0,0.146
random1370506,Ni₄₈N₂O,mp-10257,Ni,*N*NO,N2 O1,1.691,1,1,0.0,0.25
random1580492,Ni₄₈NO₂,mp-1056486,Ni,*NO2NO2,N2 O4,5.98,1,1,0.0,0.125
random686949,Ni₂₄HC₂O,mp-1014111,Ni,*CHCO,C2 H1 O1,-2.802,2,-1,2.0,0.25
random1999767,Cu₉₆H₅(CO)₂,mp-30,Cu,*CHOHCH2OH,C2 H5 O2,-1.794,1,1,0.0,0.125
random460072,Cu₆₄NO,mp-989695,Cu,*NO,N1 O1,2.224,1,0,0.0,0.167
random1580840,Cu₈₀NO,mp-1010136,Cu,*NO,N1 O1,2.385,2,2,1.0,0.05
random1402775,Cu₇₂N,mp-989782,Cu,*N,N1,2.173,2,1,0.0,0.167
random1846828,Cu₇₂H₂N₂O,mp-989782,Cu,*ONNH2,N2 H2 O1,2.131,2,1,0.0,0.167
random1707712,Ni₇₂H₃C₂,mp-10257,Ni,*CCH3,C2 H3,-3.317,2,1,0.0,0.167
random1881306,Ni₉₆C₂O,mp-1056486,Ni,*CCO,C2 O1,-2.501,1,1,0.0,0.125
random485211,Cu₉₆HNO₂,mp-989782,Cu,*ONOH,N1 H1 O2,3.721,1,0,2.0,0.0
random1719959,Cu₉₆H₂C₂O,mp-30,Cu,CH2*CO,C2 H2 O1,-1.7,1,1,0.0,0.125
random1456786,HAu₃₆CO,mp-1008634,Au,*COCH2O,C2 H2 O2,-0.671,2,1,0.0,0.167
random1774033,Ag₃₆NO₃,mp-124,Ag,*NO3,N1 O3,5.505,1,0,0.0,0.25
random489510,Cu₇₂HN₂O,mp-1120774,Cu,*NONH,N2 H1 O1,2.06,1,1,1.0,0.0
random1542653,Ni₃₆H₃C₂,mp-1014111,Ni,*CHCH2,C2 H3,-3.65,2,1,0.0,0.167
random2156911,Cu₆₄H₄CO,mp-989782,Cu,*OHCH3,C1 H4 O1,-1.578,0,0,1.0,0.0
random2086994,Ni₃₂HCO,mp-10257,Ni,*COHCOH,C2 H2 O2,-1.679,1,0,0.0,0.0
random2125413,Ni₃₂HCO,mp-10257,Ni,*COHCHO,C2 H2 O2,-1.149,2,0,1.0,0.75
random1277840,Pt₇₂NO₃,mp-126,Pt,*NO3,N1 O3,4.735,2,1,0.0,0.083
random568485,Ag₈₁(HC)₂,mp-989737,Ag,*CH*CH,C2 H2,-0.253,1,0,-1.0,0.056
random460851,Cu₁₀₈H₂C₂O,mp-1120774,Cu,CH2*CO,C2 H2 O1,-1.745,2,1,2.0,0.001
random1929789,Cu₉₆HN,mp-1120774,Cu,*NH,N1 H1,0.204,1,0,1.0,0.126
random1189501,Ni₉₆HN₂,mp-1056486,Ni,*N*NH,N2 H1,-0.01,1,1,0.0,0.125
random1252750,Cu₁₀₈H₄C₂O,mp-1120774,Cu,*CHCH2OH,C2 H4 O1,-2.044,2,1,1.0,0.042
random2386670,Cu₃₆HCO,mp-989782,Cu,*COCH2O,C2 H2 O2,-1.335,2,1,1.0,0.167
random457228,H₅Au₄₈C₂O,mp-1008634,Au,*CH2CH2OH,C2 H5 O1,-2.362,1,0,1.0,0.0
random2114990,H₃Au₄₈CO,mp-1008634,Au,*OCH3,C1 H3 O1,-0.585,1,1,1.0,0.0
random1909631,Ni₇₂HC₂O,mp-10257,Ni,*CCHO,C2 H1 O1,-2.535,2,1,1.0,0.0
random745520,Ag₈₁H₃CO,mp-989737,Ag,*CH2OH,C1 H3 O1,0.057,1,0,-1.0,0.056
random2392388,Cu₇₂H₃C₂,mp-989695,Cu,*CHCH2,C2 H3,-2.352,2,1,0.0,0.056
random1923351,Cu₃₂HCO,mp-989782,Cu,*COHCHO,C2 H2 O2,-1.195,1,0,0.0,0.5
random984519,Ag₃₆H₃N,mp-124,Ag,*NH3,N1 H3,-1.077,1,0,0.0,0.25
random757008,Cu₆₄H₂C,mp-1010136,Cu,*CH2,C1 H2,-0.714,2,1,1.0,0.125
random1307365,H₃Pt₇₂C₂O,mp-126,Pt,*CHCHOH,C2 H3 O1,-1.778,2,1,0.0,0.083
random2219372,Ag₂₄HCO,mp-124,Ag,*COHCHO,C2 H2 O2,-0.078,1,1,0.0,0.125
random493563,Ni₁₈HC,mp-1014111,Ni,*CCH2,C2 H2,-3.695,2,1,2.0,0.0
random1554001,Ni₃₆H₅(CO)₂,mp-1014111,Ni,*CHOHCH2OH,C2 H5 O2,-2.642,2,1,2.0,0.0
random2009745,H₂Au₆₀C₂O,mp-81,Au,*CH*COH,C2 H2 O1,1.79,2,2,1.0,0.05
random670216,Ni₇₂H₅C₂O,mp-23,Ni,*CH2CH2OH,C2 H5 O1,-3.168,2,1,0.0,0.083
random2008136,Cu₆₄C,mp-989782,Cu,*C,C1,1.144,1,0,0.0,0.0
random1505558,Cu₇₂H₅C₂O,mp-989695,Cu,*OCH2CH3,C2 H5 O1,-3.72,2,1,0.0,0.167
random2291775,Cu₃₆HC,mp-989782,Cu,*CCH2,C2 H2,-1.385,2,1,1.0,0.167
random2420137,Cu₆₄H₃C₂,mp-30,Cu,*CHCH2,C2 H3,-2.111,1,0,0.0,0.25
random1957620,Cu₇₂H₄C,mp-989782,Cu,*CH4,C1 H4,-2.796,2,1,2.0,0.167
random2323176,HPt₆₀C,mp-126,Pt,*CH,C1 H1,-1.77,2,2,1.0,0.05
random2356499,Ag₅₄N,mp-989737,Ag,*N,N1,3.103,1,0,-2.0,0.222
random587883,Ni₂₄H₃N,mp-1094136,Ni,*NH3,N1 H3,-2.892,1,1,1.0,0.0
random206421,Au₃₆N,mp-81,Au,*N,N1,2.957,1,0,0.0,0.25
random1223367,Cu₆₄H₂CO,mp-989695,Cu,*CH2*O,C1 H2 O1,-0.422,1,0,0.0,0.5
random603301,Ni₆₄H₃C₂,mp-1014111,Ni,*CHCH2,C2 H3,-0.1,2,0,1.0,0.5
random1467302,Ag₈₁C,mp-989737,Ag,*C,C1,2.086,1,0,-1.0,0.056
random2200019,Cu₆₄H₃C₂O,mp-989695,Cu,*CHCHOH,C2 H3 O1,-1.511,1,0,1.0,0.208
random1756319,Cu₃₆HCO,mp-989782,Cu,*CHO*CHO,C2 H2 O2,-1.493,2,1,1.0,0.0
random2292839,Cu₄₈H₂CO,mp-989695,Cu,*OCH2CHOH,C2 H4 O2,-0.716,2,2,1.0,0.031
random434248,Cu₆₄HO,mp-1010136,Cu,*OH,H1 O1,0.326,1,1,0.0,0.25
random685302,Cu₃₂H₂CO,mp-1010136,Cu,*CHOHCHOH,C2 H4 O2,-1.26,2,1,1.0,0.125
random1752349,Cu₃₂H₂CO,mp-989782,Cu,*CHOHCHOH,C2 H4 O2,-2.068,2,0,1.0,0.0
random2432290,Cu₇₂HN,mp-989695,Cu,*NH,N1 H1,0.528,2,1,1.0,0.069
random608380,Cu₇₂CN,mp-1120774,Cu,*CN,C1 N1,-0.794,2,-1,2.0,0.084
random1960575,Cu₄₈H₃NO,mp-989782,Cu,*OHNH2,N1 H3 O1,-0.266,2,2,1.0,0.0
random2296768,Ni₄₈H₆C₂N₂O,mp-1094136,Ni,*ONN(CH3)2,C2 N2 H6 O1,-1.291,2,2,1.0,0.019
random943515,Cu₇₂N₂O,mp-1010136,Cu,*N*NO,N2 O1,2.669,2,0,1.0,0.083
random678656,Ni₆₄H₂O,mp-23,Ni,*OH2,H2 O1,-0.19,1,0,0.0,0.25
random2193174,Ni₇₂H₂C₂O,mp-1056486,Ni,CH2*CO,C2 H2 O1,-1.942,2,1,0.0,0.083
random1527391,Ni₃₆N,mp-23,Ni,*N2,N2,-0.24,2,1,0.0,0.083
random700668,HAu₂₄CO,mp-1008634,Au,*COHCOH,C2 H2 O2,0.226,1,0,1.0,0.0
random1144292,HAu₆₀N,mp-81,Au,*NH,N1 H1,2.022,2,2,1.0,0.05
random1403534,Cu₃₆H₂CO,mp-1120774,Cu,*CHOHCHOH,C2 H4 O2,-1.885,2,-1,2.0,0.0
random1392286,HAu₄₈O,mp-81,Au,*OH,H1 O1,1.151,1,1,0.0,0.125
random2381157,Ni₂₄HN,mp-1094136,Ni,*NH,N1 H1,-1.74,1,1,0.0,0.25
random1294473,Ni₃₂H₂CO,mp-1014111,Ni,*CHOH,C1 H2 O1,-1.395,1,0,2.0,0.0
random1033064,H₄Pt₇₂CN₂O,mp-126,Pt,*OHNNCH3,C1 N2 H4 O1,-1.235,1,1,0.0,0.125
random2037871,Ni₃₂H₃C₂,mp-1014111,Ni,*CHCH2,C2 H3,-3.409,1,0,1.0,0.5
random2135791,Cu₇₂HO,mp-1120774,Cu,*OH,H1 O1,-0.102,1,1,1.0,0.166
random1060625,Ni₆₄C,mp-1056486,Ni,*C,C1,0.035,1,0,0.0,0.25
random1556878,Ni₇₂C₂O,mp-1056486,Ni,*CCO,C2 O1,-1.486,2,1,0.0,0.083
random2258082,Cu₄₈HCO,mp-989782,Cu,*CHO*CHO,C2 H2 O2,-1.334,1,0,2.0,0.0
random668179,Cu₆₄HN₂O,mp-1010136,Cu,*NONH,N2 H1 O1,2.463,1,1,0.0,0.25
random968918,Ni₇₂H₄C₂O,mp-10257,Ni,*OCHCH3,C2 H4 O1,-3.128,2,1,0.0,0.0
random594393,Cu₆₄CN,mp-989782,Cu,*CN,C1 N1,-1.195,1,0,0.0,0.5
random848755,Ni₃₆H₂O,mp-1014111,Ni,*OH2,H2 O1,-0.48,2,1,2.0,0.0
random888977,Ag₈₁H₄C₂O,mp-989737,Ag,*CHOHCH2,C2 H4 O1,-2.517,1,0,0.0,0.167
random2303399,Cu₄₈NO₃,mp-1010136,Cu,*NO3,N1 O3,4.92,1,1,1.0,0.083
random705907,Cu₇₂H₆C₂N₂O,mp-989695,Cu,*ONN(CH3)2,C2 N2 H6 O1,-1.208,2,1,0.0,0.056
random18098,Ni₉₆NO₂,mp-1056486,Ni,*NO2,N1 O2,3.658,1,1,0.0,0.125
random1923980,Cu₇₂H₅(CO)₂,mp-1120774,Cu,*CHOHCH2OH,C2 H5 O2,-2.014,2,-1,2.0,0.084
random2292925,Cu₁₀₈H₂N₂O,mp-1120774,Cu,*ONNH2,N2 H2 O1,2.509,2,1,0.0,0.167
random509943,Ni₃₂HC₂,mp-1014111,Ni,*CCH,C2 H1,-2.814,1,0,2.0,0.0
random1487254,Ag₅₄HC,mp-989737,Ag,*CCH2,C2 H2,-0.483,1,1,1.0,0.028
random1251129,Ni₆₄H₅C₂,mp-10257,Ni,*CH2CH3,C2 H5,-4.503,2,0,1.0,0.0
random1727867,Cu₁₀₈H₃C₂O,mp-1120774,Cu,*CCH2OH,C2 H3 O1,-1.695,2,1,1.0,0.042
random2147594,Cu₆₄HNO,mp-1010136,Cu,*ONH,N1 H1 O1,2.995,2,1,1.0,0.125
random1002338,Cu₄₈HC,mp-30,Cu,*CCH2,C2 H2,-1.705,1,1,1.0,0.167
random1885959,Ni₃₂HC,mp-1008728,Ni,*CCH2,C2 H2,-3.515,1,1,0.0,0.25
random1199811,Cu₄₈C,mp-989782,Cu,*C,C1,0.777,1,1,0.0,0.25
random1823485,Ni₇₂NO,mp-1056486,Ni,*NO,N1 O1,1.278,2,1,0.0,0.083
random1419834,Ag₃₀HC₂,mp-124,Ag,*CCH,C2 H1,-0.659,2,2,1.0,0.05
random1501940,Ag₉₆CN,mp-124,Ag,*CN,C1 N1,-0.203,2,1,1.0,0.063
random1250036,Ni₃₆H₅C₂O,mp-1014111,Ni,*OCH2CH3,C2 H5 O1,-4.038,2,1,1.0,0.0
random397050,H₃Au₃₆(CO)₂,mp-81,Au,*COCH2OH,C2 H3 O2,-1.218,1,0,0.0,0.25
random2062577,Cu₁₂₈H₄CO,mp-989695,Cu,*OHCH3,C1 H4 O1,-1.584,2,0,1.0,0.146
random970870,Ni₃₂HCO,mp-23,Ni,*COCH2O,C2 H2 O2,-2.216,1,0,0.0,0.25
random886574,Ni₃₆H₃C,mp-1014111,Ni,*CH3,C1 H3,-2.376,2,1,0.0,0.167
random1184103,Pt₆₀C₂O,mp-126,Pt,*CCO,C2 O1,-1.47,2,2,1.0,0.05
random1419226,Ag₄₈HCO,mp-124,Ag,*COHCOH,C2 H2 O2,1.039,2,1,1.0,0.063
random704283,Cu₇₂H₃(CO)₂,mp-1120774,Cu,*CHOCHOH,C2 H3 O2,-1.439,1,1,0.0,0.25
random2034790,Cu₄₈HCO,mp-1120774,Cu,*COHCOH,C2 H2 O2,-0.827,1,0,1.0,1.0
random922408,Cu₅₄H₄CN₂O,mp-1010136,Cu,*OHNNCH3,C1 N2 H4 O1,-0.963,0,0,1.0,0.25
random1366547,Cu₇₂H₃(CO)₂,mp-1010136,Cu,*COHCHOH,C2 H3 O2,0.119,2,0,1.0,0.083
random467394,Cu₇₂H₆C₂O,mp-989695,Cu,*OHCH2CH3,C2 H6 O1,-3.804,2,1,0.0,0.056
random837205,Ni₇₂H₄CN₂O,mp-10257,Ni,*OHNNCH3,C1 N2 H4 O1,-1.677,2,1,1.0,0.167
random1552650,Cu₇₂H₄C₂O,mp-989695,Cu,*CHOHCH2,C2 H4 O1,-2.592,2,1,0.0,0.056
random1796727,Cu₇₂H₂C₂O,mp-1120774,Cu,*CHCHO,C2 H2 O1,-1.87,2,-1,2.0,0.084
random2146392,Au₉₆C,mp-81,Au,*C,C1,2.009,2,1,1.0,0.062
random1599783,Ag₁₆₂H₂C₂O,mp-989737,Ag,*CCHOH,C2 H2 O1,-0.071,2,1,2.0,0.056
random1390135,Ag₉₆H₅C₂,mp-124,Ag,*CH2CH3,C2 H5,-3.08,2,1,1.0,0.063
random2154701,Cu₅₄H₄CO,mp-1010136,Cu,*OHCH3,C1 H4 O1,-1.545,1,0,0.0,0.25
random1993433,Ni₇₂HNO,mp-23,Ni,*ONH,N1 H1 O1,1.115,2,1,0.0,0.083
random898362,Cu₆₄H₂C₂O,mp-989695,Cu,CH2*CO,C2 H2 O1,-1.466,1,0,0.0,0.167
random1325764,Ag₁₆₂NO,mp-989737,Ag,*NO,N1 O1,3.26,2,1,-1.0,0.019
random1657526,H₂Pt₇₂CO,mp-126,Pt,*CH2*O,C1 H2 O1,-0.445,1,1,0.0,0.125
random1815461,Ag₃₆H₄CO,mp-124,Ag,*OHCH3,C1 H4 O1,-1.536,1,0,0.0,0.25
random635943,Ag₁₀₈H₅C₂O,mp-989737,Ag,*OCH2CH3,C2 H5 O1,-3.14,2,-1,2.0,0.083
random582527,Ni₃₆H₂C₂O,mp-1014111,Ni,*CH*COH,C2 H2 O1,0.448,2,1,0.0,0.167
random1841057,Cu₇₂H(CO)₂,mp-1120774,Cu,*COCHO,C2 H1 O2,-0.581,1,1,1.0,0.166
random1987953,H₂Pt₃₆C₂O,mp-126,Pt,*CCHOH,C2 H2 O1,-0.975,1,0,0.0,0.25
random1300302,Ni₃₂H₂CO,mp-23,Ni,*OCH2CHOH,C2 H4 O2,-2.119,1,0,0.0,0.25
